ID,Level,Question,isMCQ,A,B,C,D,Answer,Difficulty,Marks,Subject,Category,Year,School,Exam,Paper,Section,Number,Image,Image File
103,P6,Leticia had two square boxes of different sizes. Each side of the bigger box is 2 times as long as each side of the smaller box. Leticia can pack exactly 64 1-cm cubes into the smaller box. How many 1-cm cubes can she pack exactly into the bigger box?,Yes,128,192,256,512,D,-3.00,2,Math,Number & Algebra,2019,River Valley Primary School,CA1,1,A,15,No,
104,P6,Fihd 3/5 ÷ 15. Leave your answer in the simplest form.,No,1/25,-,-,-,A,-0.33,1,Math,Number & Algebra,2019,River Valley Primary School,CA1,1,B,16,No,
105,P6,"Find the average of 14, 25 and 36.",No,25,-,-,-,A,-0.33,1,Math,Number & Algebra,2019,River Valley Primary School,CA1,1,B,17,No,
106,P6,"In the ﬁgure below, AB and CD are parallel lines and ∠AFE = 58°. Find ∠FGD.",No,122,-,-,-,A,-0.33,1,Math,Measurement & Geometry,2019,River Valley Primary School,CA1,1,B,18,Yes,img_106.png
107,P6,Express 3/8 as a decimal.,No,0.375,-,-,-,A,-0.33,1,Math,Number & Algebra,2019,River Valley Primary School,CA1,1,B,19,No,
108,P6,Complete the symmetric ﬁgure below with XY as the line of symmetry.,No,img_109_ans.png,-,-,-,A,-0.33,1,Math,Measurement & Geometry,2019,River Valley Primary School,CA1,1,B,20,Yes,img_109.png
109,P6,The average of a set of three different 2-digit numbers is 32. Find the largest possible number in the set.,No,75,-,-,-,A,-0.33,2,Math,Number & Algebra,2019,River Valley Primary School,CA1,1,B,21,No,
110,P6,"Pansy baked some cookies. If she gives each of her friends 6 cookies she will have no remainder. If she gives each of them 4 cookies instead, she will have 24 cookies left. How many cookies did Pansy bake?",No,72,-,-,-,A,-0.33,2,Math,Number & Algebra,2019,River Valley Primary School,CA1,1,B,22,No,
111,P6,It takes 90 minutes to ﬁll a container oompteteiy with water. What fraction of the container will be ﬁlled with water in 1 hour? Give your answer in the simplest form.,No,2/3,-,-,-,A,-0.33,2,Math,Measurement & Geometry,2019,River Valley Primary School,CA1,1,B,23,No,
112,P6,"The ﬁgure below is made up of 3 similar squares, each of side 16 cm. What is the area of the shaded triangle?",No,128,-,-,-,A,-0.33,2,Math,Measurement & Geometry,2019,River Valley Primary School,CA1,1,B,24,Yes,img_112.png
113,P6,A box contains beads of three different colours. 2/5 of them are blue. The ratio of the number of green beads to that of the red heads is 4 : 3. What is the ratio of the number of blue beads to the number of red beads?,No,14 : 9,-,-,-,A,-0.33,2,Math,Number & Algebra,2019,River Valley Primary School,CA1,1,B,25,No,
114,P6,"Ali had 3 times as much money as Nathan at first. After Ali Spent $30 and Nathan received $48 from his mother, both boys had the same amount of money. How much money did Nathan have in the end?",No,87,-,-,-,A,-0.33,2,Math,Number & Algebra,2019,River Valley Primary School,CA1,1,B,26,No,
115,P6,The ratio of the length to the breadth of a rectangle is 8 : 3. What fraction of the perimeter of the rectangte is the length of the rectangle? Give your answer in the simplest form.,No,4/11,-,-,-,A,-0.33,2,Math,Measurement & Geometry,2019,River Valley Primary School,CA1,1,B,27,No,
116,P6,The line graph below shows the number of stickers Hilary has at the beginning of each month from January to April. What was Hilary’s average increase in the number of stickers per month from January to April?,No,20,-,-,-,A,-0.33,2,Math,Number & Algebra,2019,River Valley Primary School,CA1,1,B,28,Yes,img_116.png
117,P6,"In the square grid below, PQ and QR form two sides of the parallelogram PQRS. Complete the drawing of the parallelogram PQRS.",No,img_117_ans.png,-,-,-,A,-0.33,2,Math,Measurement & Geometry,2019,River Valley Primary School,CA1,1,B,29,Yes,img_117.png
118,P6,"A number has 15 as a factor. Each statement below is either true, false or not possible to tell from the information given.",No,TRUE,Not possible to tell,-,-,A&B,-0.33,2,Math,Number & Algebra,2019,River Valley Primary School,CA1,1,B,30,Yes,img_118.png
119,P6,"The Primary 6 teachets and pupils from Everest Primary School went on a learning joumey. For every 38 pupils, there were 2 teachers with them. There were 216 more pupils than teachers. How many pupils went on the learning journey?",No,228,-,-,-,A,-0.33,2,Math,Number & Algebra,2019,River Valley Primary School,CA1,2,A,1,No,
120,P6,There were 32 cars and 3y motorcycles in a carpark. (a) How many wheels are there altogether? Give your answor in terms of y. (b) If y = 8. how many tweets are there altogether?,No,128 + 6y,176,-,-,A&B,-0.33,2,Math,Number & Algebra,2019,River Valley Primary School,CA1,2,A,2,No,
121,P6,The average temperamre in January 2018 was 28°C. The average temperature in February 2018 was 32°C. Fmd the percentage increase in the average temperature of the two months. Give your answer to the nearest two decimal places.,No,14.29,-,-,-,A,-0.33,2,Math,Number & Algebra,2019,River Valley Primary School,CA1,2,A,3,No,
122,P6,"Four friends shared the cost of a birthday gilt equally. When calculating the amount for each share, one of the friends made a mistake by dividing the cost of the gilt by 3 instead of 4. Each friend ended up paying $2.80 more than the correct share. What should be the correct amount of each share?",No,8.40,-,-,-,A,-0.33,2,Math,Number & Algebra,2019,River Valley Primary School,CA1,2,A,4,No,
123,P6,"At a fruit stall, 1 watermelon and 5 apples cost $10. Elsa paid $14.90 for 1 watermelon and 12 apples. How much did one apple cost?",No,0.70,-,-,-,A,-0.33,2,Math,Number & Algebra,2019,River Valley Primary School,CA1,2,A,5,No,
124,P6,"Leslie spent $750 of his monthly salary on food. He spent 3/7 of his remaining salary on transport. After that, he had 1/3 of his salary left. How much of his salary did he spend on transport?",No,450,-,-,-,A,3.00,3,Math,Number & Algebra,2019,River Valley Primary School,CA1,2,A,6,No,
125,P6,Lamp posts were installed along a new stretch of straight road. There was a distance of 25 m between every two lamp posts. Each lamp post cost $55. How much did it cost to install all the lamp posts on a stretch of road measuring 3.2 km?,No,7095,-,-,-,A,3.00,3,Math,Measurement & Geometry,2019,River Valley Primary School,CA1,2,A,7,Yes,img_125.png
126,P6,In the ﬁgure. ABCD is a parallelogram. ∠BAD = 104° and ∠ABD = 29°. Find (a) ∠BCD (b) ∠CBD.,No,104,47,-,-,A&B,3.00,3,Math,Measurement & Geometry,2019,River Valley Primary School,CA1,2,A,8,Yes,img_126.png
127,P6,"The bar graph below shows the number of packet drinks sold on Monday. The bar that shows the number of soft drinks has not been drawn. (a) How many more packets of hot beverage were sold than lsotonic drink? (b) 35% of all the drinks sold were soft drinks. In the graph above, draw the bar to show the number of packets of soft drinks sold.",No,6,56,-,-,A&B,3.00,3,Math,Number & Algebra,2019,River Valley Primary School,CA1,2,A,9,Yes,img_127.png
128,P6,Mrs Leong needs to tie 160 parcels with string. Each parcel requires 40 cm of string. The string is sold in-rolls of 15 m each. What is the least number of rolls of string that Mrs Leong needs to buy to tie 160 parcels?,No,5,-,-,-,A,3.00,3,Math,Measurement & Geometry,2019,River Valley Primary School,CA1,2,A,10,No,
129,P6,The ﬁgure VWXZ below is not drawn to scale. YZ = 6 cm and VX = 10 cm. YZ = 3/4 of VW. The area of Triangle WXZ is 18 cm2. Find the area of the shaded Triangle VWX.,No,24,-,-,-,A,3.00,4,Math,Measurement & Geometry,2019,River Valley Primary School,CA1,2,A,11,Yes,img_129.png
130,P6,"A container was ﬁlled with 7/8 ℓ of water at ﬁrst. 1/12 ℓ of the water was used and the remaining water was poured inio bottles, each with a capacity of 1/6 ℓ. (a) How many such bottles were ﬁlled at most? (b) How much water was left? Give your answer as a fraction in its simplest form.",No,4,1/8,-,-,A&B,3.00,4,Math,Measurement & Geometry,2019,River Valley Primary School,CA1,2,A,12,No,
131,P6,"Mr Bond earns a commission of $2 500 for every car he sold. For every 10 cars sold, he received an additional bonus of $3 000. In the ﬁst 6 months of 2018, he earned a total of $127 000. How many cars did Mr Bond sell in the ﬁrst 6 months of 2018?",No,46,-,-,-,A,3.00,4,Math,Number & Algebra,2019,River Valley Primary School,CA1,2,A,13,No,
132,P6,"Weiling took part in a Mathematics quiz which consist of 60 questions. For every correct answer, 3 marks would be awarded. For every wrong answer, 2 marks would be deducted. Weiling answered all the quesﬁons and scored a total of 140 marks for the quiz. How many questions did she answar conectly?",No,52,-,-,-,A,3.00,4,Math,Number & Algebra,2019,River Valley Primary School,CA1,2,A,14,No,
133,P6,"Siti had $285 more than Bala at ﬁrst. After Siti spent 1/3 of her money and Bala spent 3/4 of his money, the amount of money that Siti had left was $330 more than the amount that Bale had left. How much money did Bala have at ﬁrst?",No,336,-,-,-,A,3.00,4,Math,Number & Algebra,2019,River Valley Primary School,CA1,2,A,15,No,
134,P6,"The usual price of a coffee machine sold in store A was $144. This was 96% of the usual price of an identical coffee machine sold in Store B. Both stores gave the same percentage discount on a coffee machine during a sale. During the sale, the coffee madﬁne in Store
B cost $112.50 aﬁer the discount. (a) What was the usual price of the coffee machine in Store B? (b) What was the discount given for the coffee machine in Store A during the sale?",No,150,25,-,-,A&B,3.00,5,Math,Number & Algebra,2019,River Valley Primary School,CA1,2,A,16,No,
135,P6,"Sally and Bernice were baking cookies for sale. 1/3 of Sally’s cookies was 16 more than 1/4 of Bernice’s cookies. The next day, Sally baked more cookies and her total number of cookies increased by 1/3. Bernice's family ate 1/2 of the cookies that Bernice baked. In the end, Sally had 82 more cookies than Bernice. How many cookies did both girls have altogether in the end?",No,118,-,-,-,A,3.00,5,Math,Number & Algebra,2019,River Valley Primary School,CA1,2,A,17,No,
136,P6,Their sarcastic remarks made him _____ never to join them again.,Yes,decide,decides,decided,decision,A,-3.00,1,English,,2019,Anglo-Chinese School (Junior),CA1,,A,1,No,
137,P6,"Alfred _____ left early, then he would not have missed the plane.",Yes,will have,must have,could have,should have,D,-3.00,1,English,,2019,Anglo-Chinese School (Junior),CA1,,A,2,No,
138,P6,My overworked sister said that she has _____ time for exercise these days.,Yes,any,few,little,much,C,-3.00,1,English,,2019,Anglo-Chinese School (Junior),CA1,,A,3,No,
139,P6,No sooner had she _____ than the doorbell rang.,Yes,speak,spoke,speaks,spoken,D,-3.00,1,English,,2019,Anglo-Chinese School (Junior),CA1,,A,4,No,
140,P6,Neither Anne nor her colleagues _____ the tasks assigned to them by their supervisor.,Yes,complete,completes,has completed,have completed,D,-3.00,1,English,,2019,Anglo-Chinese School (Junior),CA1,,A,5,No,
141,P6,Jerome apologised to the man _____ letter was accidentally opened by him.,Yes,who,which,whom,whose,D,-3.00,1,English,,2019,Anglo-Chinese School (Junior),CA1,,A,6,No,
142,P6,"""_____ everybody got a seat?"" the teacher asked the pupils.",Yes,Do,Has,Have,Does,B,-3.00,1,English,,2019,Anglo-Chinese School (Junior),CA1,,A,7,No,
143,P6,"Alden likes to play badminton _____ his brother, Ashton, does not.",Yes,so,until,despite,whereas,D,-3.00,1,English,,2019,Anglo-Chinese School (Junior),CA1,,A,8,No,
144,P6,"""You will donate to the Children‘s Cancer Foundation, _____ you?",Yes,can't,won't,don't,didn't,B,-3.00,1,English,,2019,Anglo-Chinese School (Junior),CA1,,A,9,No,
145,P6,The security guard caught him in the act of _____ the toy robot from the display shelf.,Yes,stole,steal,stolen,stealing,D,-3.00,1,English,,2019,Anglo-Chinese School (Junior),CA1,,A,10,No,
146,P6,The two boys shook hands when their quarrel was _____ by their principal.,Yes,cleared,resolved,instigated,obstructed,B,-0.33,1,English,,2019,Anglo-Chinese School (Junior),CA1,,A,11,No,
147,P6,The two athletes crossed the ﬁnish line _____ and were declared joint winners.,Yes,momentarily,immediately,simultaneously,instantaneously,C,-0.33,1,English,,2019,Anglo-Chinese School (Junior),CA1,,A,12,No,
148,P6,"""You must accept the fact that you can't always have what you want in life. Just be _____ with what you‘ve got,"" Mrs. Teo advised us.",Yes,content,conform,compliant,complacent,A,-0.33,1,English,,2019,Anglo-Chinese School (Junior),CA1,,A,13,No,
149,P6,"Before winter arrives, the birds will _____ to another country to avoid the cold weather.",Yes,reside,migrate,emigrate,immigrate,B,-0.33,1,English,,2019,Anglo-Chinese School (Junior),CA1,,A,14,No,
150,P6,The defeated team _____ home after losing the most important game of the season.,Yes,strutted,trudged,pranced,marched,B,-0.33,1,English,,2019,Anglo-Chinese School (Junior),CA1,,A,15,No,
151,P6,"John in addition to the two monitors, _____ the books from the staff room to the classroom every morning.",Yes,carry,carries,carrying,have carried,B,-3.00,1,English,,2019,CHIJ St Nicholas Girls' School (Primary),CA1,2,A,1,No,
152,P6,"When the resuits of the competition were announced, neither the winner nor his parents _____ at the hall.",Yes,is,are,was,were,D,-3.00,1,English,,2019,CHIJ St Nicholas Girls' School (Primary),CA1,2,A,2,No,
153,P6,The handicraft did not turn out well as the girl did not put in _____ effort to glue the parts together.,Yes,many,much,little,few,B,-3.00,1,English,,2019,CHIJ St Nicholas Girls' School (Primary),CA1,2,A,3,No,
154,P6,My grandmother managed to prepare a nutritions meat for us _____ having only a few in the refrigerator.,Yes,despite,besides,because of,resulting from,A,-3.00,1,English,,2019,CHIJ St Nicholas Girls' School (Primary),CA1,2,A,4,No,
155,P6,"With trepidation. Sarah watched the running boy _____ the pail, spilling water all over the floor.",Yes,knock,knocks,knocked,was knocking,A,-3.00,1,English,,2019,CHIJ St Nicholas Girls' School (Primary),CA1,2,A,5,No,
156,P6,"""You've put the carton of milk in the refrigerator, _____?"" Mrs Lim asked her daughter.",Yes,isn't it,didn't we,hadn't you,haven't you,D,-3.00,1,English,,2019,CHIJ St Nicholas Girls' School (Primary),CA1,2,A,6,No,
157,P6,"""l have never _____ such an interesting flower before,"" exclaimed the old lady as she looked closely at it.",Yes,see,saw,seen,been seeing,C,-3.00,1,English,,2019,CHIJ St Nicholas Girls' School (Primary),CA1,2,A,7,No,
158,P6,"If she _____ more Water throughout the day, she would not have been dehydrated.",Yes,drunk,drinks,has drunk,had drunk,D,-3.00,1,English,,2019,CHIJ St Nicholas Girls' School (Primary),CA1,2,A,8,No,
159,P6,All of the luggage _____ to the coilection point except the one that belonged to the elderly bespectacled man.,Yes,is delivering,was delivered,has been delivering,have been delivered,B,-3.00,1,English,,2019,CHIJ St Nicholas Girls' School (Primary),CA1,2,A,9,No,
160,P6,"In order to be healthier, Mrs Chandra eiiminated salty tood and sugary drinks _____ her diet.",Yes,off,out,from,away,C,-3.00,1,English,,2019,CHIJ St Nicholas Girls' School (Primary),CA1,2,A,10,No,
161,P6,The teacher praised Tom for being a _____ pupil as he always checks his work carefully and submits his assignments on time.,Yes,conscious,respectful,productive,conscientious,D,-0.33,1,English,,2019,CHIJ St Nicholas Girls' School (Primary),CA1,2,A,11,No,
162,P6,The gangsters _____ the homeless man by raining repeated blows on his head.,Yes,assailed,criticised,surrounded,approached,A,-0.33,1,English,,2019,CHIJ St Nicholas Girls' School (Primary),CA1,2,A,12,No,
163,P6,The teacher encouraged her pupils to read _____ by sharing with them books on a wide variety of topics.,Yes,extensively,bountifully,studiously,plentifully,A,-0.33,1,English,,2019,CHIJ St Nicholas Girls' School (Primary),CA1,2,A,13,No,
164,P6,The shop assistants were relieved when the angry customer ____ after they apologised for their mistake.,Yes,backed up,backed into,backed away,backed down,D,-0.33,1,English,,2019,CHIJ St Nicholas Girls' School (Primary),CA1,2,A,14,No,
165,P6,"Although the doctors were of the opinion that the patient had a good chance of recovery, his condition _____ rapidly after the operation.",Yes,decomposed,deteriorated,destructed,degraded,B,-0.33,1,English,,2019,CHIJ St Nicholas Girls' School (Primary),CA1,2,A,15,No,
166,P6,"He'd like some drinks, _____ he?",Yes,don't,won't,wouldn't,shouldn't,C,-3.00,1,English,,2019,Nanyang Primary School,CA1,2,A,1,No,
167,P6,"""Who has memorised the song we _____ yesterday? the music teacher asked.",Yes,learn,learnt,learning,have learnt,B,-3.00,1,English,,2019,Nanyang Primary School,CA1,2,A,2,No,
168,P6,Edith bought her mother a birthday gift _____ the money she earned as a part-time waitress.,Yes,by,for,with,from,C,-3.00,1,English,,2019,Nanyang Primary School,CA1,2,A,3,No,
169,P6,John _____ to the toiiet since the second pericd and is still not in class.,Yes,go,will go,has gone,had gone,C,-3.00,1,English,,2019,Nanyang Primary School,CA1,2,A,4,No,
170,P6,Has anyone _____ my pencil case? It is beige with a picture of a cat on it.,Yes,see,sees,seen,seeing,C,-3.00,1,English,,2019,Nanyang Primary School,CA1,2,A,5,No,
171,P6,"_____ his family problems, Ahmad persevered and achieved outstanding results.",Yes,Despite,Because,Although,Therefore,A,-3.00,1,English,,2019,Nanyang Primary School,CA1,2,A,6,No,
172,P6,"If he had known that you were baking cakes, he would _____ you.",Yes,help,helped,be helping,have helped,D,-3.00,1,English,,2019,Nanyang Primary School,CA1,2,A,7,No,
173,P6,The jewellery in the safe _____ to my grandmother.,Yes,belong,belongs,is belonging,are belonging,B,-3.00,1,English,,2019,Nanyang Primary School,CA1,2,A,8,No,
174,P6,Get permission from your parents _____ you wish to sign up for the course.,Yes,will,shall,would,should,D,-3.00,1,English,,2019,Nanyang Primary School,CA1,2,A,9,No,
175,P6,The man _____ was talking to my mother behaved quite suspiciously.,Yes,who,which,whom,whose,A,-3.00,1,English,,2019,Nanyang Primary School,CA1,2,A,10,No,
176,P6,"Ever since Jonas found out that i had complained about him, he became very _____ towards me.",Yes,stiff,rigid,hostile,passive,C,-0.33,1,English,,2019,Nanyang Primary School,CA1,2,A,11,No,
177,P6,The robbers _____ with the jewellery they stole from the shop.,Yes,made up,made off,made out,made over,B,-0.33,1,English,,2019,Nanyang Primary School,CA1,2,A,12,No,
178,P6,The children enjoyed their farm stay so much that they pleaded with their parents to _____ it by another three days.,Yes,alter,revise,extend,postpone,C,-0.33,1,English,,2019,Nanyang Primary School,CA1,2,A,13,No,
179,P6,The company is looking for someone with _____ experience to ﬁll the position of manager.,Yes,reliable,relevant,consistent,compatible,B,-0.33,1,English,,2019,Nanyang Primary School,CA1,2,A,14,No,
180,P6,The district judge _____ Tom’s driving license for two years because of his reckless driving.,Yes,forbade,restricted,cancelled,suspended,D,-0.33,1,English,,2019,Nanyang Primary School,CA1,2,A,15,No,
181,P6,"My grandfather gazed at the old photograph fondly, for it ____ vivid memories of his childhood days.",Yes,evoked,emitted,ejected,exported,A,-0.33,1,English,,2019,Nanyang Primary School,CA1,2,A,16,No,
182,P6,The bully was punished severely as his behaviour should not be _____.,Yes,certified,endorsed,sustained,condoned,D,-0.33,1,English,,2019,Nanyang Primary School,CA1,2,A,17,No,
183,P6,"In olden times, a person who stood by what he said was considered _____ honourable person.",Yes,a,an,the,that,B,-3.00,1,English,,2019,River Valley Primary School,CA1,2,A,1,No,
184,P6,"Siti hardly eats during recess, _____ she?",Yes,do,does,don't,doesn't,B,-3.00,1,English,,2019,River Valley Primary School,CA1,2,A,2,No,
185,P6,"Yesterday, I saw Mr Lim _____ his son to school.",Yes,drive,drove,drives,driven,A,-3.00,1,English,,2019,River Valley Primary School,CA1,2,A,3,No,
186,P6,"Tired after a long day, I had _____ on my bed for a while before getting up to prepare dinner.",Yes,lie,lay,laid,lain,D,-3.00,1,English,,2019,River Valley Primary School,CA1,2,A,4,No,
187,P6,"""All thirteen people involved in the accident have been taken to the hospital, two of _____ are in critical condition,"" the reporter read the news.",Yes,who,which,whom,whose,C,-3.00,1,English,,2019,River Valley Primary School,CA1,2,A,5,No,
188,P6,"_____ for my mother, all my family members are vegetarians.",Yes,Apart,Other,Except,Besides,C,-3.00,1,English,,2019,River Valley Primary School,CA1,2,A,6,No,
189,P6,"If John had left his house on time, he _____ the meeting.",Yes,will not miss,would not miss,will not have missed,would not have missed,D,-3.00,1,English,,2019,River Valley Primary School,CA1,2,A,7,No,
190,P6,Steven _____ the string tightly around the stack of books before tying a dead knot.,Yes,wind,winds,wound,winding,B,-3.00,1,English,,2019,River Valley Primary School,CA1,2,A,8,No,
191,P6,"_____ hard Jeremy tried, he could not force open the latch.",Yes,As,Since,Despite,However,D,-3.00,1,English,,2019,River Valley Primary School,CA1,2,A,9,No,
192,P6,No sooner had I put down the phone _____ it rang again.,Yes,and,that,than,when,C,-3.00,1,English,,2019,River Valley Primary School,CA1,2,A,10,No,
193,P6,The project _____ due to a lack of ﬁnancial support.,Yes,fell on,fell off,fell apart,fell through,D,-0.33,1,English,,2019,River Valley Primary School,CA1,2,A,11,No,
194,P6,The experienced surgeon operated on the tumour with _____ hands.,Yes,stiff,sturdy,stained,staunch,B,-0.33,1,English,,2019,River Valley Primary School,CA1,2,A,12,No,
195,P6,"Despite failing to secure a job for many months, Dan remained _____ about his chances of securing one soon.",Yes,hopeful,ignorant,adamant,contented,A,-0.33,1,English,,2019,River Valley Primary School,CA1,2,A,13,No,
196,P6,The fisherman trembled in fear as he saw the _____ of sharks circling his boat.,Yes,herd,gang,clutch,school,D,-0.33,1,English,,2019,River Valley Primary School,CA1,2,A,14,No,
197,P6,"After months of arguing, the siblings ﬁnally _____ and decided to make peace with each other.",Yes,bit the bullet,buried the hatchet,put their foot down,gave a cold shoulder,B,-0.33,1,English,,2019,River Valley Primary School,CA1,2,A,15,No,
198,P6,"Study the ﬂowchart below. Which of the following most likely represents A, B, C and D?",Yes,A: Bacteria; B: Animal; C: Fern; D: Flowering plant,A: Fungus; B: Fern; C: Bacteria; D: Flowering plant,A: Animal; B: Fungus; C: Fern; D: Flowering plant,A: Bacteria; B: Flowering plant; C: Animal; D: Fungus,C,-3.00,2,Science,,2019,Anglo-Chinese School (Junior),SA2,,A,1,Yes,img_198.png
199,P6,Which o fthe following diagrams shows the correct order of stages and processes in the life cycle of a flowering plant?,Yes,1,2,3,4,D,-3.00,2,Science,,2019,Anglo-Chinese School (Junior),SA2,,A,2,Yes,img_199.png
200,P6,"The diagram shows flowers, X, Y and Z, with some of their parts removed. Charlie sprinkled some pollen grains from a similar ﬂower over ﬂowers X, Y and Z. The ﬂowers were observed for the formation of fruits. Which ﬂower(s) would most likely develop into a fruit?",Yes,X only,Z only,Y and Z only,"X, Y and Z",B,-3.00,2,Science,,2019,Anglo-Chinese School (Junior),SA2,,A,3,Yes,img_200.png
201,P6,"The diagrams show the reproductive systems of a human and a plant. Which part, A, B, C or D, in diagram 2 has a similar function as part X in diagram 1?",Yes,A,B,C,D,B,-3.00,2,Science,,2019,Anglo-Chinese School (Junior),SA2,,A,4,Yes,img_201.png
202,P6,The diagram shows the human digestive system. Which of the following shows the part(s) where digestive juices is/are released?,Yes,B only,D only,"A, B an C only","A, B and D only",C,-3.00,2,Science,,2019,Anglo-Chinese School (Junior),SA2,,A,5,Yes,img_202.png
203,P6,"The diagram shows how some gardeners will attach wooden poles to a young plant when it is being planted into the ground. The poles are removed after a few weeks. Based on the diagram, why does the young plant need to be attached to the wooden poles when it is being planted into the ground?",Yes,It has a weak stem.,The roots are unable to anchor it ﬁrmly to the ground yet.,The poles help transport more water to the leaves for photosynthesis.,The stem needs a support to grow upwards to reach for more sunlight.,A,-3.00,2,Science,,2019,Anglo-Chinese School (Junior),SA2,,A,6,Yes,img_203.png
204,P6,"The diagram shows the different paths taken by food and water in a plant. A, B, C and D represent parts of the plant. Which of the following best represents A, B, C and D?",Yes,A: leaf; B: stem; C: root; D: fruit,A: root; B: stem; C: fruit; D: leaf,A: flower; B: leaf; C: root; D: stem,A: stem; B: root; C: leaf; D: ﬂower,C,-3.00,2,Science,,2019,Anglo-Chinese School (Junior),SA2,,A,7,Yes,img_204.png
205,P6,The chart shows how some substances are transported in the human body. The arrows represent the directions of how different substances are transported from one system to another. Which of the following correctly identiﬁes substances V and W and systems X and Y?,Yes,V: Digested food; W: Oxygen; X: Circulatory; Y: Respiratory,V: Digested food; W: Oxygen; X: Respiratory; Y: Circulatory,V: Oxygen; W: Digested food; X: Circulatory; Y: Respiratory,V: Oxygen; W: Digested food; X: Respiratory; Y: Circulatory,D,-3.00,2,Science,,2019,Anglo-Chinese School (Junior),SA2,,A,8,Yes,img_205.png
206,P6,"The diagram shows a flow chart describing three types of cells, P, Q and R. Which of the following best represents where cells P, Q and R can be found?",Yes,P: Leaf of plant; Q: Root of plant; R: Skin of human,P: Leaf of plant; Q: Flower of plant; R: Stem of plant,P: Stem of plant; Q: Skin of human; R: Root of plant,P: Stem of plant; Q: Flower of plant; R: Root of plant,C,-3.00,2,Science,,2019,Anglo-Chinese School (Junior),SA2,,A,9,Yes,img_206.png
207,P6,"Wllliam resorded the number of organisms he saw on a tree in the table below. Based on the table, which of the following statements is correct?",Yes,There are 6 communities living on the tree.,There are 5 communities living on the tree.,There are 6 populations of organisms living on the tree.,There are 5 populations of organisms living on the tree.,D,-3.00,2,Science,,2019,Anglo-Chinese School (Junior),SA2,,A,10,Yes,img_207.png
208,P6,"The diagram represents a food web in a farm. The farmer noticed that although the number of rice plants were the same as the previous year, there was an increase in the mass of rice he harvested. Which of the following is a possible cause for the increase in the mass of rice harvested?",Yes,An increase in the population of rats.,A decrease in the population of foxes.,An increase in the population of birds.,An increase in the population of snakes.,D,-3.00,2,Science,,2019,Anglo-Chinese School (Junior),SA2,,A,11,Yes,img_208.png
209,P6,The diagram shows the water lily plant in a pond. The broad waxy leaf of the water lily plant ﬂoats on the surface of the water and carries out gaseous exchange with the surrounding atmosphere. Which one of the following is incorrect?,Yes,The broad leaf helps to trap more light.,The thin leaf stalk traps air and helps it float.,The waxy leaf prevents water from weighing it down.,The stomata on the upper surface of the leaf allows gaseous exchange with the surrounding air.,B,-3.00,2,Science,,2019,Anglo-Chinese School (Junior),SA2,,A,12,Yes,img_209.png
210,P6,Dave conducted an experiment using a set-up shown below. He swttched on the lamp and observed that the position of the water level in the glass tube changed after some time. Which direction did the water level in the glass tube move and what was the reason for the movement?,Yes,↑: Water is taken in by the plant.,↑: Oxygen is produced by the plant.,↓: Oxygen is produced by the plant.,↓: Carbon dioxide is taken in by the plant.,B,-3.00,2,Science,,2019,Anglo-Chinese School (Junior),SA2,,A,13,Yes,img_210.png
211,P6,"Study the containers, A, B, C and D, in the diagrams. Which container has the largest mass?",Yes,A,B,C,D,D,-3.00,2,Science,,2019,Anglo-Chinese School (Junior),SA2,,A,14,Yes,img_211.png
212,P6,"Study the table below that indicates the state of substances X, Y and Z at certain temperatures. Based on the information above. which of the following statements is correct?",Yes,Substance X has the highest boiling point.,Substance Z has the highest melting point.,Substance X has the same melting point as substance Y.,Substance Y has a higher melting point than substance Z.,B,-3.00,2,Science,,2019,Anglo-Chinese School (Junior),SA2,,A,15,Yes,img_212.png
213,P6,"David poured the same amount of water on three identical towels, J, K and L. He then hung the towels at three different locations in the garden. He recorded the mass of each towel at the start of the experiment and after two hours in the table below. Based on the results, under which condition(s) was Towel J hung?",Yes,shady,sunny,shady and windy,sunny and windy,D,-3.00,2,Science,,2019,Anglo-Chinese School (Junior),SA2,,A,16,Yes,img_213.png
214,P6,"Edward set up an experiment as shown in the diagram. After a while, he noticed that some water droplets had formed. At Which two parts, A, B, C or D, did the water droplets form?",Yes,A and B,A and D,B and C,C and D,C,-3.00,2,Science,,2019,Anglo-Chinese School (Junior),SA2,,A,17,Yes,img_214.png
215,P6,Leonard set up four different circuits using identical bulbs and batteries as shown. All the electrical components are in working condition. In which circuit will bulb B be the dimmest?,Yes,1,2,3,4,B,-3.00,2,Science,,2019,Anglo-Chinese School (Junior),SA2,,A,18,Yes,img_215.png
216,P6,"Bulbs A, B, C and D were connected in a circuit hidden in a wooden box as shown. All the bulbs lit up when the circuit was closed. Larry removec one bulb from the circuit each time and observed what happened to the remaining bulbs. His observations were recorded in the table below. Which of the following correctly shows the circuit hidden in the wooden box?",Yes,1,2,3,4,C,-3.00,2,Science,,2019,Anglo-Chinese School (Junior),SA2,,A,19,Yes,img_216.png
217,P6,"Max made a toy as shown. When Max turned the roller 10 times and placed the toy on the table, the toy moved forward. He replaced the box with an identical box of 50g and repeated his experiment. He noticed that the toy moved further. Which of the following explains why the toy was able to move a further distance in the second experiment?",Yes,There is less air resistance acting on the toy.,There is less frictional force acting on the toy.,There is more gravitational force acting on the toy.,There is more elastic spring force acting on the toy.,A,-3.00,2,Science,,2019,Anglo-Chinese School (Junior),SA2,,A,20,Yes,img_217.png
